Id_empl,Name,Last_Name,birth_date,Gender,area,salary,Start_date,finish_date,promotion_date,type,Age,Email
36-6252951,Billi,Clotworthy,1987-10-27,female,Accounting,138446,2019-01-09,2022-02-20,,Remote,36,Billi_Cl.R@genericcompany.com
36-6739087,Erhard,Durnin,1970-09-10,female,Training,124667,2017-01-20,2023-01-04,,Hybrid,54,Erhard_Du.H@genericcompany.com
36-6773046,Ralf,Bellerby,1978-12-17,male,"Product Management",176998,2016-11-12,2020-03-14,,Remote,45,Ralf_Be.R@genericcompany.com
36-6856000,Estrella,Bradbrook,2001-01-05,male,"Business Development",176483,2003-06-26,2003-12-09,,Remote,23,Estrella_Br.R@genericcompany.com
36-7183159,Darrell,Jefferys,1996-03-28,male,"Business Development",69009,2003-12-31,2020-10-26,,Remote,28,Darrell_Je.R@genericcompany.com
36-7722462,Yule,Gerrets,1987-02-24,male,Engineering,128326,2016-04-04,2019-07-20,,Remote,37,Yule_Ge.R@genericcompany.com
36-8515684,Goddard,Thornthwaite,1978-10-24,male,"Research and Development",65648,2010-10-02,2016-03-05,,Hybrid,45,Goddard_Th.H@genericcompany.com
36-8641166,Pattie,Chugg,1985-03-22,male,Engineering,158704,2014-12-17,2020-06-20,,Remote,39,Pattie_Ch.R@genericcompany.com
36-9772313,Davide,Patinkin,1981-12-27,male,Engineering,91321,2012-10-13,2018-04-19,,Hybrid,42,Davide_Pa.H@genericcompany.com
36-9779481,Lindsy,Adnam,1979-06-04,male,Support,154066,2004-09-05,2012-01-12,,Hybrid,45,Lindsy_Ad.H@genericcompany.com
37-0344272,Gloria,Illsley,1968-06-20,female,Engineering,171228,2009-03-15,2018-05-02,,Remote,56,Gloria_Il.R@genericcompany.com
37-0581919,Julee,Simonou,1977-07-13,female,Engineering,173494,2001-07-20,2004-06-04,,Hybrid,47,Julee_Si.H@genericcompany.com
37-0993887,Rania,Dorbin,1977-01-08,female,Engineering,91812,2007-05-03,2009-07-17,,Hybrid,47,Rania_Do.H@genericcompany.com
37-0998615,Sara,Fishbourne,1993-02-23,male,"Human Resources",73259,2020-07-10,2021-09-29,,Hybrid,31,Sara_Fi.H@genericcompany.com
37-1593318,Bat,Ghidoli,1999-08-11,female,Engineering,145429,2009-08-22,2017-04-28,,Remote,25,Bat_Gh.R@genericcompany.com
37-2071095,Rudiger,Loblie,1985-05-13,female,Accounting,112801,2007-02-02,2008-09-18,,Remote,39,Rudiger_Lo.R@genericcompany.com
37-3171614,Tania,Routledge,1971-08-24,female,Accounting,97140,2008-01-14,2017-03-22,,Remote,53,Tania_Ro.R@genericcompany.com
37-3487178,Ofilia,Stollenbeck,1999-10-29,female,Engineering,165605,2018-01-01,2023-08-29,,Remote,24,Ofilia_St.R@genericcompany.com
37-3860988,Nona,Hullot,1966-10-10,female,Engineering,111875,2002-08-12,2020-12-09,,Remote,57,Nona_Hu.R@genericcompany.com
37-4612230,Adriana,Peers,1987-02-09,female,Engineering,75700,2015-08-08,2021-11-18,,Hybrid,37,Adriana_Pe.H@genericcompany.com
37-4915368,Sosanna,Jarmain,1976-06-25,male,Support,149830,2011-10-10,2019-09-14,,Hybrid,48,Sosanna_Ja.H@genericcompany.com
37-5134726,Sascha,Ferroni,1971-12-07,male,Services,78751,2010-03-05,2019-08-22,,Remote,52,Sascha_Fe.R@genericcompany.com
37-5913966,Emlyn,Mathey,1999-04-29,female,Sales,110854,2002-10-17,2006-07-23,,Remote,25,Emlyn_Ma.R@genericcompany.com
37-6459745,Letta,Forward,1969-10-22,female,Sales,156767,2000-10-31,2008-10-08,,Remote,54,Letta_Fo.R@genericcompany.com
37-6594411,Tye,Lawden,1968-11-05,female,Engineering,110104,2000-12-20,2010-06-26,,Remote,55,Tye_La.R@genericcompany.com
37-6851758,Liam,Leedal,1969-08-13,male,Engineering,159903,2010-01-16,2024-03-23,,Hybrid,55,Liam_Le.H@genericcompany.com
37-6964818,Arvin,Matkin,1968-05-20,male,Accounting,102893,2015-06-05,2018-11-12,,Remote,56,Arvin_Ma.R@genericcompany.com
37-7138457,Archaimbaud,Fann,1996-12-08,male,"Research and Development",81405,2017-10-25,2018-04-13,,Remote,27,Archaimbaud_Fa.R@genericcompany.com
37-7169011,Regan,Maleham,1992-09-09,male,Marketing,131541,2010-02-11,2017-07-16,,Remote,32,Regan_Ma.R@genericcompany.com
37-7494230,Sheila-kathryn,Horche,2000-05-10,male,Engineering,183280,2012-02-10,2014-08-24,,Hybrid,24,Sheila-kathryn_Ho.H@genericcompany.com
37-8063846,Dermot,Drioli,1973-01-06,female,Training,81271,2002-09-06,2003-07-14,,Remote,51,Dermot_Dr.R@genericcompany.com
37-8235293,Jody,Bridgestock,1994-06-07,male,Sales,180554,2009-09-08,2023-04-10,,Remote,30,Jody_Br.R@genericcompany.com
37-8236006,Riley,Poole,1978-11-30,male,Engineering,102341,2016-06-06,2020-11-26,,Hybrid,45,Riley_Po.H@genericcompany.com
37-9707406,Sadye,M'Chirrie,1988-11-10,female,Engineering,173315,2008-09-11,2024-08-15,,Hybrid,35,Sadye_M'.H@genericcompany.com
37-9996327,Ivory,Privett,1998-02-09,male,"Human Resources",126780,2012-10-19,2021-03-15,,Hybrid,26,Ivory_Pr.H@genericcompany.com
38-0178405,Brittaney,Goburn,1998-09-11,male,Services,100564,2005-09-02,2006-11-16,,Remote,26,Brittaney_Go.R@genericcompany.com
38-0480351,Yule,Ghost,1973-08-16,male,Sales,107912,2004-07-05,2021-12-16,,Hybrid,51,Yule_Gh.H@genericcompany.com
38-0482760,Fiann,Croome,1994-12-03,male,"Product Management",178466,2017-10-25,2022-02-16,,Hybrid,29,Fiann_Cr.H@genericcompany.com
38-1101129,Rozelle,Abramov,1976-09-04,male,Accounting,166625,2003-05-22,2021-11-09,,Remote,48,Rozelle_Ab.R@genericcompany.com
38-1936533,Loleta,Ferrea,1995-07-18,male,"Business Development",131099,2005-06-03,2008-07-26,,Hybrid,29,Loleta_Fe.H@genericcompany.com
38-2236896,Laney,Howe,1999-02-18,female,"Human Resources",176077,2012-08-24,2022-01-06,,Hybrid,25,Laney_Ho.H@genericcompany.com
38-2608602,Bea,Rimes,1985-03-17,female,Engineering,107582,2004-04-24,2012-04-23,,Hybrid,39,Bea_Ri.H@genericcompany.com
38-2618707,Felicity,Kiernan,1998-07-30,male,Services,88628,2008-08-28,2015-01-01,,Hybrid,26,Felicity_Ki.H@genericcompany.com
38-2838908,Currey,Dobrowolny,1965-12-04,female,Sales,170413,2009-12-31,2024-06-02,,Hybrid,58,Currey_Do.H@genericcompany.com
38-2924893,Walliw,Ebbotts,1982-04-21,male,"Product Management",174961,2006-09-18,2019-05-15,,Hybrid,42,Walliw_Eb.H@genericcompany.com
38-3401448,Hermine,Quinion,1980-03-22,male,Engineering,132763,2009-01-25,2023-03-03,,Remote,44,Hermine_Qu.R@genericcompany.com
38-3558145,Geno,Glyde,1977-05-18,male,"Business Development",129510,2001-03-26,2016-08-20,,Remote,47,Geno_Gl.R@genericcompany.com
38-3695432,Reinold,Iddon,1981-03-16,male,Engineering,120531,2009-09-04,2011-08-30,,Remote,43,Reinold_Id.R@genericcompany.com
38-4097053,Leah,Haggar,1977-08-07,female,Engineering,68481,2005-04-29,2022-05-14,,Remote,47,Leah_Ha.R@genericcompany.com
38-4269828,Issie,Gebbe,2002-03-04,male,Engineering,77590,2011-02-04,2011-10-22,,Remote,22,Issie_Ge.R@genericcompany.com
38-4302119,Rosalinda,Rothera,1977-06-13,male,Services,147853,2004-01-02,2017-12-27,,Remote,47,Rosalinda_Ro.R@genericcompany.com
38-4339169,Sutton,McSkeagan,1971-02-05,female,Accounting,168111,2016-01-03,2024-08-17,,Remote,53,Sutton_Mc.R@genericcompany.com
38-4495296,Kit,Clelland,1995-02-26,male,Engineering,77503,2006-03-22,2021-04-20,,Hybrid,29,Kit_Cl.H@genericcompany.com
38-4556586,Alexandre,Sicha,1991-08-13,male,Engineering,110891,2006-09-15,2016-08-14,,Hybrid,33,Alexandre_Si.H@genericcompany.com
38-4645022,Gram,Simanenko,1993-10-03,male,"Business Development",110096,2004-06-25,2005-12-30,,Remote,30,Gram_Si.R@genericcompany.com
38-5359572,Fee,Vido,1976-09-26,male,Engineering,170726,2004-04-13,2014-03-21,,Hybrid,47,Fee_Vi.H@genericcompany.com
38-6305193,Meridith,Twinterman,1989-09-14,male,Accounting,92322,2002-12-04,2021-11-05,,Hybrid,35,Meridith_Tw.H@genericcompany.com
